repo,pr_number,text,label,subcategory
ethereum/EIPs,10120,All reviewers have approved.,Constructive Positive,Clarity & Context
ethereum/EIPs,10120,@eth-bot rerun,Constructive Negative,Vague Feedback
ethereum/EIPs,10117,All reviewers have approved.,Constructive Positive,Clarity & Context
ethereum/EIPs,10117,going to move to non-draft; hopefully EIP bot leaves this open for now though,Constructive Positive,Clarity & Context
ethereum/EIPs,10116,All reviewers have approved.,Constructive Positive,Clarity & Context
ethereum/EIPs,10111,All reviewers have approved.,Constructive Positive,Clarity & Context
ethereum/EIPs,10110,,Constructive Negative,Vague Feedback
ethereum/EIPs,10110,This depends on,Constructive Negative,Vague Feedback
ethereum/EIPs,10110,@timbeiko EIP-7980 exists now and all checks pass,Constructive Positive,Clarity & Context
ethereum/EIPs,10110,I opened to address the branch conflicts.,Constructive Positive,Clarity & Context
ethereum/EIPs,10110,> I opened #10230 to address the branch conflicts.,Constructive Positive,Clarity & Context
ethereum/EIPs,10109,All reviewers have approved.,Constructive Positive,Clarity & Context
ethereum/EIPs,10109,"@axic, @gballet, @jochem-brouwer, @jsign, @s1na",Constructive Positive,Clarity & Context
ethereum/EIPs,10108,All reviewers have approved.,Constructive Positive,Clarity & Context
ethereum/EIPs,10107,All reviewers have approved.,Constructive Positive,Clarity & Context
ethereum/EIPs,10104,All reviewers have approved.,Constructive Positive,Clarity & Context
ethereum/EIPs,10100,All reviewers have approved.,Constructive Positive,Clarity & Context
ethereum/EIPs,10100,@anderselowsson can you pls fix your PR and remove the 0000.md file which seems to still be remaining post assigning it as eip number file,Constructive Positive,Actionable Feedback
ethereum/EIPs,10100,> @anderselowsson can you pls fix your PR and remove the 0000.md file which seems to still be remaining post assigning it as eip number file,Constructive Positive,Actionable Feedback
ethereum/EIPs,10100,> > @anderselowsson can you pls fix your PR and remove the 0000.md file which seems to still be remaining post assigning it as eip number file,Constructive Positive,Actionable Feedback
ethereum/EIPs,10100,on EIPS/eip-0000.md:1,Constructive Negative,Vague Feedback
ethereum/EIPs,10100,on EIPS/eip-0000.md:1,Constructive Negative,Vague Feedback
ethereum/EIPs,10100,on EIPS/eip-7999.md:1,Constructive Negative,Vague Feedback
ethereum/EIPs,10100,on EIPS/eip-7999.md:1,Constructive Negative,Vague Feedback
ethereum/EIPs,10100,on EIPS/eip-7999.md:1,Constructive Negative,Vague Feedback
ethereum/EIPs,10100,on EIPS/eip-7999.md:1,Constructive Negative,Vague Feedback
ethereum/EIPs,10100,on EIPS/eip-7999.md:1,Constructive Negative,Vague Feedback
ethereum/EIPs,10100,on EIPS/eip-7999.md:1,Constructive Negative,Vague Feedback
ethereum/EIPs,10100,on EIPS/eip-7999.md:1,Constructive Negative,Vague Feedback
ethereum/EIPs,10100,on EIPS/eip-7999.md:1,Constructive Negative,Vague Feedback
ethereum/EIPs,10100,on EIPS/eip-7999.md:1,Constructive Negative,Vague Feedback
ethereum/EIPs,10100,on EIPS/eip-7999.md:1,Constructive Negative,Vague Feedback
ethereum/EIPs,10100,on EIPS/eip-7999.md:1,Constructive Negative,Vague Feedback
ethereum/EIPs,10100,on EIPS/eip-7999.md:1,Constructive Negative,Vague Feedback
ethereum/EIPs,10100,on EIPS/eip-7999.md:1,Constructive Negative,Vague Feedback
ethereum/EIPs,10097,All reviewers have approved.,Constructive Positive,Clarity & Context
ethereum/EIPs,10096,All reviewers have approved.,Constructive Positive,Clarity & Context
ethereum/EIPs,10093,All reviewers have approved.,Constructive Positive,Clarity & Context
ethereum/EIPs,10093,on EIPS/eip-0000.md:1,Constructive Negative,Vague Feedback
ethereum/EIPs,10093,on EIPS/eip-0000.md:1,Constructive Negative,Vague Feedback
ethereum/EIPs,10092,All reviewers have approved.,Constructive Positive,Clarity & Context
ethereum/EIPs,10092,"I've been aware of the deterministic deployment struggles but compared to the 7702 method, is there anything else except post-quantum why one would need this EIP now?",Constructive Positive,Clarity & Context
ethereum/EIPs,10092,@nerolation I've elaborated further on the downsides I see with the EIP-7702 workaround:,Constructive Positive,Clarity & Context
ethereum/EIPs,10092,"@lightclient This is now unblocked since was merged. However, the validator bot doesn't support links to post-split ERCs, so it's not going to succeed even though the link will work fine once published.",Constructive Positive,Clarity & Context
ethereum/EIPs,10092,Removing reference to ERC-7955 until is merged.,Constructive Positive,Clarity & Context
ethereum/EIPs,10092,on EIPS/eip-.md:1,Constructive Negative,Vague Feedback
ethereum/EIPs,10092,on EIPS/eip-.md:1,Constructive Negative,Vague Feedback
ethereum/EIPs,10092,on EIPS/eip-.md:1,Constructive Negative,Vague Feedback
ethereum/EIPs,10092,on EIPS/eip-.md:1,Constructive Negative,Vague Feedback
ethereum/EIPs,10092,on EIPS/eip-.md:1,Constructive Negative,Vague Feedback
ethereum/EIPs,10092,on EIPS/eip-.md:1,Constructive Negative,Vague Feedback
ethereum/EIPs,10092,on EIPS/eip-.md:1,Constructive Negative,Vague Feedback
ethereum/EIPs,10092,on EIPS/eip-.md:1,Constructive Negative,Vague Feedback
ethereum/EIPs,10092,on EIPS/eip-7997.md:1,Constructive Negative,Vague Feedback
ethereum/EIPs,10092,on EIPS/eip-7997.md:1,Constructive Negative,Vague Feedback
ethereum/EIPs,10092,on EIPS/eip-7997.md:30,Constructive Negative,Vague Feedback
ethereum/EIPs,10092,on EIPS/eip-7997.md:30,Constructive Negative,Vague Feedback
ethereum/EIPs,10088,All reviewers have approved.,Constructive Positive,Clarity & Context
ethereum/EIPs,10086,,Constructive Negative,Vague Feedback
ethereum/EIPs,10085,,Constructive Negative,Vague Feedback
ethereum/EIPs,10085,@KBryan application layer standards should be created in the (,Constructive Positive,Clarity & Context
ethereum/EIPs,10085,Will do.,Constructive Negative,Vague Feedback
ethereum/EIPs,10085,Moved to the following.,Constructive Positive,Clarity & Context
ethereum/EIPs,10084,,Constructive Negative,Vague Feedback
ethereum/EIPs,10084,> The commit ( (as a parent of ( contains errors. Please inspect the ( for details.,Constructive Positive,Risk Awareness
ethereum/EIPs,10084,"@adraffy this looks like an application layer standard, so should be created in the (",Constructive Positive,Clarity & Context
ethereum/EIPs,10084,"@abcoathup Ah, my mistake &rarr;",Constructive Positive,Clarity & Context
ethereum/EIPs,10084,Moved to ERCs,Constructive Negative,Vague Feedback
ethereum/EIPs,10083,All reviewers have approved.,Constructive Positive,Clarity & Context
ethereum/EIPs,10082,All reviewers have approved.,Constructive Positive,Clarity & Context
ethereum/EIPs,10079,All reviewers have approved.,Constructive Positive,Clarity & Context
ethereum/EIPs,10077,All reviewers have approved.,Constructive Positive,Clarity & Context
ethereum/EIPs,10077,@sorpaas,Constructive Negative,Vague Feedback
ethereum/EIPs,10076,All reviewers have approved.,Constructive Positive,Clarity & Context
ethereum/EIPs,10076,@sorpaas,Constructive Negative,Vague Feedback
ethereum/EIPs,10075,All reviewers have approved.,Constructive Positive,Clarity & Context
ethereum/EIPs,10073,All reviewers have approved.,Constructive Positive,Clarity & Context
ethereum/EIPs,10071,All reviewers have approved.,Constructive Positive,Clarity & Context
ethereum/EIPs,10068,All reviewers have approved.,Constructive Positive,Clarity & Context
ethereum/EIPs,10067,All reviewers have approved.,Constructive Positive,Clarity & Context
ethereum/EIPs,10066,All reviewers have approved.,Constructive Positive,Clarity & Context
ethereum/EIPs,10065,All reviewers have approved.,Constructive Positive,Clarity & Context
ethereum/EIPs,10059,,Constructive Negative,Vague Feedback
ethereum/EIPs,10058,All reviewers have approved.,Constructive Positive,Clarity & Context
ethereum/EIPs,10056,All reviewers have approved.,Constructive Positive,Clarity & Context
ethereum/EIPs,10055,All reviewers have approved.,Constructive Positive,Clarity & Context
ethereum/EIPs,10053,All reviewers have approved.,Constructive Positive,Clarity & Context
ethereum/EIPs,10053,> **ATTENTION: ERC-RELATED PULL REQUESTS NOW OCCUR IN (,Constructive Positive,Clarity & Context
ethereum/EIPs,10052,All reviewers have approved.,Constructive Positive,Clarity & Context
ethereum/EIPs,10051,All reviewers have approved.,Constructive Positive,Clarity & Context
ethereum/EIPs,10047,All reviewers have approved.,Constructive Positive,Clarity & Context
ethereum/EIPs,10047,"Requires 1 more reviewers from @g11tech, @lightclient, @SamWilsn",Constructive Positive,Clarity & Context
ethereum/EIPs,10043,All reviewers have approved.,Constructive Positive,Clarity & Context
ethereum/EIPs,10042,All reviewers have approved.,Constructive Positive,Clarity & Context
ethereum/EIPs,10041,,Constructive Negative,Vague Feedback
ethereum/EIPs,10041,"Yes, I'm very sure, please review it.",Constructive Positive,Clarity & Context
ethereum/EIPs,10041,"@aethercycle The proposal is currently up for review. If you re available, it would be great if you could provide additional context or join the ( to share your response directly with the editor that would be very helpful.",Constructive Positive,Constructive Tone
ethereum/EIPs,10041,"Hi, thank you for the opportunity and review",Constructive Positive,Clarity & Context
ethereum/EIPs,10041,"> Yes, I'm very sure, please review it.",Constructive Positive,Clarity & Context
ethereum/EIPs,10041,Hi! Thank you for the clarification.,Constructive Positive,Clarity & Context
ethereum/EIPs,10041,> Hi! Thank you for the clarification.,Constructive Positive,Clarity & Context
ethereum/EIPs,10041,okey will close and move it.,Constructive Positive,Clarity & Context
ethereum/EIPs,10040,,Constructive Negative,Vague Feedback
ethereum/EIPs,10039,All reviewers have approved.,Constructive Positive,Clarity & Context
ethereum/EIPs,10039,"Apart from leading zero, LGTM.",Constructive Positive,Clarity & Context
ethereum/EIPs,10039,execution tests have the same values.,Constructive Positive,Clarity & Context
ethereum/EIPs,10039,on EIPS/eip-7910.md:1,Constructive Negative,Vague Feedback
ethereum/EIPs,10034,,Constructive Negative,Vague Feedback
ethereum/EIPs,10033,All reviewers have approved.,Constructive Positive,Clarity & Context
ethereum/EIPs,10032,,Constructive Negative,Vague Feedback
ethereum/EIPs,10031,All reviewers have approved.,Constructive Positive,Clarity & Context
ethereum/EIPs,10030,All reviewers have approved.,Constructive Positive,Clarity & Context
ethereum/EIPs,10030,@SamWilsn,Constructive Negative,Vague Feedback
ethereum/EIPs,10029,All reviewers have approved.,Constructive Positive,Clarity & Context
ethereum/EIPs,10027,All reviewers have approved.,Constructive Positive,Clarity & Context
ethereum/EIPs,10026,All reviewers have approved.,Constructive Positive,Clarity & Context
ethereum/EIPs,10025,All reviewers have approved.,Constructive Positive,Clarity & Context
ethereum/EIPs,10025,"Hi! I'm a bot, and I wanted to automerge your PR, but couldn't because of the following issue:",Constructive Positive,Clarity & Context
ethereum/EIPs,10024,All reviewers have approved.,Constructive Positive,Clarity & Context
ethereum/EIPs,10023,,Constructive Negative,Vague Feedback
ethereum/EIPs,10023,"@lightclient, @uriklarman",Constructive Negative,Vague Feedback
ethereum/EIPs,10021,All reviewers have approved.,Constructive Positive,Clarity & Context
ethereum/EIPs,10020,,Constructive Negative,Vague Feedback
ethereum/EIPs,10019,All reviewers have approved.,Constructive Positive,Clarity & Context
ethereum/EIPs,10018,All reviewers have approved.,Constructive Positive,Clarity & Context
ethereum/EIPs,10017,,Constructive Negative,Vague Feedback
ethereum/EIPs,10017,The EIP repository is not the place to discuss the recovery of lost funds. We handle technical change requests for the protocol itself.,Constructive Positive,Clarity & Context
ethereum/EIPs,10016,All reviewers have approved.,Constructive Positive,Clarity & Context
ethereum/EIPs,10015,All reviewers have approved.,Constructive Positive,Clarity & Context
ethereum/EIPs,10015,"@dapplion, @djrtwo",Constructive Negative,Vague Feedback
ethereum/EIPs,10014,,Constructive Negative,Vague Feedback
ethereum/EIPs,10011,,Constructive Negative,Vague Feedback
ethereum/EIPs,10010,,Constructive Negative,Vague Feedback
ethereum/EIPs,10008,All reviewers have approved.,Constructive Positive,Clarity & Context
ethereum/EIPs,10007,All reviewers have approved.,Constructive Positive,Clarity & Context
ethereum/EIPs,10007,"This seems logical, support, would also remove the concern of paying this 2100 ""extra"" when sending ETH to EOAs.",Constructive Positive,Clarity & Context
ethereum/EIPs,10007,on EIPS/eip-7907.md:1,Constructive Negative,Vague Feedback
ethereum/EIPs,10006,All reviewers have approved.,Constructive Positive,Clarity & Context
ethereum/EIPs,10005,All reviewers have approved.,Constructive Positive,Clarity & Context
ethereum/EIPs,10003,All reviewers have approved.,Constructive Positive,Clarity & Context
ethereum/EIPs,10003,"@jflo, @jochem-brouwer",Constructive Negative,Vague Feedback
ethereum/EIPs,10002,,Constructive Negative,Vague Feedback
ethereum/EIPs,10000,All reviewers have approved.,Constructive Positive,Clarity & Context
ethereum/EIPs,10000,10000th PR/Issue,Constructive Negative,Vague Feedback
ethereum/EIPs,9999,,Constructive Negative,Vague Feedback
ethereum/EIPs,9998,,Constructive Negative,Vague Feedback
ethereum/EIPs,9994,All reviewers have approved.,Constructive Positive,Clarity & Context
ethereum/EIPs,9993,,Constructive Negative,Vague Feedback
ethereum/EIPs,9991,All reviewers have approved.,Constructive Positive,Clarity & Context
ethereum/EIPs,9990,All reviewers have approved.,Constructive Positive,Clarity & Context
ethereum/EIPs,9989,All reviewers have approved.,Constructive Positive,Clarity & Context
ethereum/EIPs,9989,"@lightclient it can also live in execution specs, but there are semantics that there really isn't room to spec in API definitions. Such semantics are more than just APIs.",Constructive Positive,Clarity & Context
ethereum/EIPs,9989,on EIPS/eip-7910.md:1,Constructive Negative,Vague Feedback
ethereum/EIPs,9989,on EIPS/eip-7910.md:1,Constructive Negative,Vague Feedback
ethereum/EIPs,9989,on EIPS/eip-7910.md:1,Constructive Negative,Vague Feedback
ethereum/EIPs,9989,on EIPS/eip-7910.md:1,Constructive Negative,Vague Feedback
ethereum/EIPs,9989,on EIPS/eip-7910.md:1,Constructive Negative,Vague Feedback
ethereum/EIPs,9987,All reviewers have approved.,Constructive Positive,Clarity & Context
ethereum/EIPs,9987,Oops,Constructive Negative,Vague Feedback
ethereum/EIPs,9986,All reviewers have approved.,Constructive Positive,Clarity & Context
ethereum/EIPs,9986,just double checking that system calls will keep the current limit of 30M?,Constructive Positive,Clarity & Context
ethereum/EIPs,9986,> just double checking that system calls will keep the current limit of 30M?,Constructive Positive,Clarity & Context
ethereum/EIPs,9986,"Can it be added in the EIP why it is specifically choosen to be and not ? The former fits in 4 bytes, while the second fits in 3 bytes. I know the other proposed EIP",Constructive Positive,Clarity & Context
ethereum/EIPs,9986,We may still want to gather some feedback from dapp builders. We've already stumbled across apps with emergency modules that were never called on mainnet but could require more gas than 16.7m.,Constructive Positive,Clarity & Context
ethereum/EIPs,9986,on EIPS/eip-7825.md:1,Constructive Negative,Vague Feedback
ethereum/EIPs,9986,on EIPS/eip-7825.md:1,Constructive Negative,Vague Feedback
ethereum/EIPs,9986,on EIPS/eip-7825.md:1,Constructive Negative,Vague Feedback
ethereum/EIPs,9984,,Constructive Negative,Vague Feedback
ethereum/EIPs,9984,It should require 7825 as it is a continuation. or maybe it should actually be an edit to the original EIP?,Constructive Positive,Actionable Feedback
ethereum/EIPs,9984,> It should require 7825 as it is a continuation. or maybe it should actually be an edit to the original EIP?,Constructive Positive,Actionable Feedback
ethereum/EIPs,9984,Curious. What are the impacts for an already deployed contract that is called in the future that tries to use more gas? will those transactions start to fail? thx,Constructive Positive,Clarity & Context
ethereum/EIPs,9984,"@rdragos From my understanding, in a world that has substantially higher block gas limits and will then have a zk proof attached, transactions gas limits that are unbound would present a DoS vector . Therefore, the angle is to start to constrain the max transaction gas usage and let the block gas limit expand around that singular ""in block"" constraint.",Constructive Positive,Clarity & Context
ethereum/EIPs,9984,Not for Fusaka?,Constructive Negative,Vague Feedback
ethereum/EIPs,9984,> Not for Fusaka?,Constructive Positive,Clarity & Context
ethereum/EIPs,9984,I don't know who withdraw my account but it sure wasn't me. So please,Constructive Positive,Clarity & Context
ethereum/EIPs,9984,> were you not making changes to an already written eip @nerolation ? Lemme know if that is to be discarded and a new EIP to be for this tx gas limit?,Constructive Positive,Clarity & Context
ethereum/EIPs,9984,probably should be closed?,Constructive Positive,Clarity & Context
ethereum/EIPs,9984,"I would still keep it open until this week's ACD where I bring the topic up again. I'm not 100% sure we actually go for the new cap in fusaka - this felt like a very quick decision taken in the testing call, impacting a bunch of users and app devs - risking not giving them enough time to comment on it.",Constructive Positive,Risk Awareness
ethereum/EIPs,9984,"ok lemme know @nerolation when/if you want to consider this for merge, else close out the PR if not :slightly_smiling_face:",Constructive Positive,Actionable Feedback
ethereum/EIPs,9984,"> ok lemme know @nerolation when/if you want to consider this for merge, else close out the PR if not",Constructive Positive,Actionable Feedback
ethereum/EIPs,9984,on EIPS/eip-7983.md:1,Constructive Negative,Vague Feedback
ethereum/EIPs,9984,on EIPS/eip-7983.md:1,Constructive Negative,Vague Feedback
ethereum/EIPs,9984,on EIPS/eip-7983.md:1,Constructive Negative,Vague Feedback
ethereum/EIPs,9984,on EIPS/eip-7983.md:1,Constructive Negative,Vague Feedback
ethereum/EIPs,9984,on EIPS/eip-7983.md:1,Constructive Negative,Vague Feedback
ethereum/EIPs,9984,on EIPS/eip-7983.md:1,Constructive Negative,Vague Feedback
ethereum/EIPs,9984,on EIPS/eip-7983.md:1,Constructive Negative,Vague Feedback
ethereum/EIPs,9984,on EIPS/eip-7983.md:1,Constructive Negative,Vague Feedback
ethereum/EIPs,9984,on EIPS/eip-7983.md:1,Constructive Negative,Vague Feedback
ethereum/EIPs,9984,on EIPS/eip-7983.md:1,Constructive Negative,Vague Feedback
ethereum/EIPs,9981,All reviewers have approved.,Constructive Positive,Clarity & Context
ethereum/EIPs,9979,All reviewers have approved.,Constructive Positive,Clarity & Context
ethereum/EIPs,9978,All reviewers have approved.,Constructive Positive,Clarity & Context
ethereum/EIPs,9977,All reviewers have approved.,Constructive Positive,Clarity & Context
ethereum/EIPs,9976,All reviewers have approved.,Constructive Positive,Clarity & Context
ethereum/EIPs,9976,@eth-bot rerun,Constructive Negative,Vague Feedback
ethereum/EIPs,9975,All reviewers have approved.,Constructive Positive,Clarity & Context
ethereum/EIPs,9975,@eth-bot rerun,Constructive Negative,Vague Feedback
ethereum/EIPs,9974,All reviewers have approved.,Constructive Positive,Clarity & Context
ethereum/EIPs,9974,@eth-bot rerun,Constructive Negative,Vague Feedback
ethereum/EIPs,9973,All reviewers have approved.,Constructive Positive,Clarity & Context
ethereum/EIPs,9972,,Constructive Negative,Vague Feedback
ethereum/EIPs,9972,> ### File,Constructive Negative,Vague Feedback
ethereum/EIPs,9970,All reviewers have approved.,Constructive Positive,Clarity & Context
ethereum/EIPs,9970,on EIPS/eip-7773.md:1,Constructive Negative,Vague Feedback
ethereum/EIPs,9970,on EIPS/eip-7773.md:1,Constructive Negative,Vague Feedback
ethereum/EIPs,9970,on EIPS/eip-7773.md:1,Constructive Negative,Vague Feedback
ethereum/EIPs,9970,on EIPS/eip-7773.md:24,Constructive Negative,Vague Feedback
ethereum/EIPs,9970,on EIPS/eip-7773.md:1,Constructive Negative,Vague Feedback
ethereum/EIPs,9970,on EIPS/eip-7773.md:1,Constructive Negative,Vague Feedback
transmission/transmission,7671,"@tearfur huh, thanks for checking you're right. It turns out the bug is only present on and when ever comes out this will be resolved. Closing now.",Constructive Positive,Risk Awareness
transmission/transmission,7615,"I verified that indeed, Transmission was broken since May 1st, 2025 .",Constructive Positive,Clarity & Context
transmission/transmission,7615,> Kind reminder that I quit Transmission,Constructive Positive,Clarity & Context
transmission/transmission,7615,"@mikedld Could you merge this? Current is broken for development, macOS client asserts on start when built in debug configuration with Xcode.",Constructive Positive,Actionable Feedback
transmission/transmission,7595,"It'd be great to have a new release with these changes, because this is one of the blockers for updating libfmt downstream .",Constructive Positive,Constructive Tone
transmission/transmission,7595,"I'm with @arrowd -- this is big integration news in the BSD world, should this be included in a release.",Constructive Positive,Clarity & Context
transmission/transmission,7590,on libtransmission/mime-types.js:71,Constructive Negative,Vague Feedback
transmission/transmission,7590,on libtransmission/mime-types.js:71,Constructive Negative,Vague Feedback
transmission/transmission,7586,"Were you able to reproduce it? I played with it in Godbolt but was unable to make it report these issues. Linux build seems to use 18.0, Windows build seems to use 18.1.8 (at least based on which aren't too far apart but oh well",Constructive Positive,Clarity & Context
transmission/transmission,7586,> Were you able to reproduce it?,Constructive Positive,Clarity & Context
transmission/transmission,7581,Fixes the issue but I have a different kind of fix ready in #7582.,Constructive Positive,Clarity & Context
transmission/transmission,7576,"Just double-checking: none of the other bumps will require an even higher version, correct?",Constructive Positive,Clarity & Context
transmission/transmission,7576,No.,Constructive Negative,Vague Feedback
transmission/transmission,7576,"For traceability, that dependency on 3.16.3 came from and",Constructive Positive,Clarity & Context
transmission/transmission,7576,"While we've technically been using 3.16.3 for nearly three years, that version number wasn't explained when it was adopted in Best I know is that it was released 5 years ago:",Constructive Positive,Clarity & Context
transmission/transmission,7571,on daemon/CMakeLists.txt:1,Constructive Negative,Vague Feedback
transmission/transmission,7571,on daemon/CMakeLists.txt:1,Constructive Negative,Vague Feedback
transmission/transmission,7557,@teafur just curious why fmt/core.h wasn't removed from every file?,Constructive Positive,Clarity & Context
transmission/transmission,7557,"Huh, I did miss some of them. I could have sworn I went through every search result when I searched the string in the project folder.",Constructive Positive,Clarity & Context
transmission/transmission,7549,on docs/Building-Transmission.md:5,Constructive Negative,Vague Feedback
transmission/transmission,7549,on docs/Building-Transmission.md:5,Constructive Negative,Vague Feedback
transmission/transmission,7544,It's clang-format 20 the current public version. Why the baby step here?,Constructive Positive,Clarity & Context
transmission/transmission,7544,"I'm mainly just trying to keep the versions we use in the CI the same, so it's easier for developers to match the CI setup.",Constructive Positive,Clarity & Context
transmission/transmission,7544,I see. So it's a clang-tidy regression with in 19.1.0 with a fix in 21.0.0.,Constructive Positive,Clarity & Context
transmission/transmission,7544,"Exactly, there's also #7527.",Constructive Positive,Clarity & Context
transmission/transmission,7544,Can you search the code for and and remove those trailing comments? As a revert of #6690.,Constructive Positive,Actionable Feedback
transmission/transmission,7544,The bug in HeaderFilterRegex is only causing to ignore some files when the tool is run from a parent directory. It's an issue but not a critical regression.,Constructive Positive,Risk Awareness
transmission/transmission,7544,is fixed in clang-tidy 20.1.4.,Constructive Positive,Clarity & Context
transmission/transmission,7544,"Ah yes, the fix was back-ported on April 11 with",Constructive Positive,Clarity & Context
transmission/transmission,7538,"Note: That bumps googletest from to , so it's not a good enough justification for the update, as Transmission itself is still on minimum 3.12.",Constructive Positive,Clarity & Context
transmission/transmission,7538,I agree we should probably bump our own CMake minimum first to avoid being misleading about the requirements any more than we already are. Haven't looked at what our new minimum should be though.,Constructive Positive,Clarity & Context
transmission/transmission,7538,I'm fine with different requirements for building and testing:,Constructive Positive,Clarity & Context
transmission/transmission,7538,"Our real minimum CMake version has always been 3.16.3 since , since that's what wide_integer is asking for.",Constructive Positive,Clarity & Context
transmission/transmission,7538,"> Our real minimum CMake version has always been 3.16.3 since , since that's what wide_integer is asking for.",Constructive Positive,Clarity & Context
transmission/transmission,7538,Please reset to tag.,Constructive Positive,Clarity & Context
transmission/transmission,7538,"Huh, I was about to say they follow the ""Live at Head"" principle, but they removed it from the README for some reason.",Constructive Positive,Clarity & Context
transmission/transmission,7538,"They probably still do, but they also still tag releases from time to time.",Constructive Positive,Clarity & Context
transmission/transmission,7536,@ckerr Our libnatpmp fork isn't automatically synced to upstream like our other forks are. Could you please do the same for it too?,Constructive Positive,Actionable Feedback
transmission/transmission,7536,"Just to clarify, this PR is ***not*** working yet, because we are missing",Constructive Positive,Clarity & Context
transmission/transmission,7536,"> Just to clarify, this PR is _**not**_ working yet, because we are missing (",Constructive Positive,Clarity & Context
transmission/transmission,7536,"We're not in a hurry, I'll just wait for the sync so that's less work for me tracking this issue.",Constructive Positive,Clarity & Context
transmission/transmission,7536,"Well, luckily macOS is our only build system that is agnostic of cmake, since it can build with Xcode instead. So OK, personally I don't mind delaying the build fix. Too bad for the non-macOS devs on the other hand.",Constructive Positive,Clarity & Context
transmission/transmission,7536,"libnatpmp and many other repos weren't syncing because fast_float tag was seemingly recreated to point to a different commit, breaking the push. All good now.",Constructive Positive,Clarity & Context
transmission/transmission,7536,Doesn't look like this is working well on Windows.,Constructive Positive,Clarity & Context
transmission/transmission,7536,"Oops, fixed now.",Constructive Negative,Vague Feedback
transmission/transmission,7535,CI failures are not related to this PR.,Constructive Positive,Clarity & Context
transmission/transmission,7535,Maybe refactor this using a generic join function?,Constructive Positive,Actionable Feedback
transmission/transmission,7527,on libtransmission/block-info.h:6,Constructive Negative,Vague Feedback
transmission/transmission,7527,on libtransmission/block-info.h:6,Constructive Negative,Vague Feedback
transmission/transmission,7527,on libtransmission/session-thread.h:20,Constructive Negative,Vague Feedback
transmission/transmission,7527,on libtransmission/peer-socket.h:1,Constructive Negative,Vague Feedback
transmission/transmission,7527,on libtransmission/session-thread.h:20,Constructive Negative,Vague Feedback
transmission/transmission,7527,on libtransmission/peer-socket.h:1,Constructive Negative,Vague Feedback
transmission/transmission,7527,on libtransmission/peer-socket.h:1,Constructive Negative,Vague Feedback
transmission/transmission,7527,on libtransmission/mime-types.h:1,Constructive Negative,Vague Feedback
transmission/transmission,7527,on libtransmission/watchdir.h:15,Constructive Negative,Vague Feedback
transmission/transmission,7527,on libtransmission/mime-types.h:1,Constructive Negative,Vague Feedback
transmission/transmission,7527,on libtransmission/watchdir.h:15,Constructive Negative,Vague Feedback
transmission/transmission,7527,on libtransmission/mime-types.h:264,Constructive Negative,Vague Feedback
transmission/transmission,7527,on libtransmission/mime-types.h:264,Constructive Negative,Vague Feedback
transmission/transmission,7519,on docs/Editing-Configuration-Files.md:5,Constructive Negative,Vague Feedback
transmission/transmission,7519,on docs/Editing-Configuration-Files.md:5,Constructive Negative,Vague Feedback
transmission/transmission,7519,on docs/Editing-Configuration-Files.md:5,Constructive Negative,Vague Feedback
transmission/transmission,7519,on docs/Editing-Configuration-Files.md:5,Constructive Negative,Vague Feedback
transmission/transmission,7516,Realised TorrentList also uses the torrentGet method.,Constructive Positive,Clarity & Context
transmission/transmission,7496,on libtransmission/announcer.cc:157,Constructive Negative,Vague Feedback
transmission/transmission,7496,on libtransmission/announcer.cc:157,Constructive Negative,Vague Feedback
transmission/transmission,7484,on news/news-4.1.0-beta.2.md:1,Constructive Negative,Vague Feedback
transmission/transmission,7483,@ckerr,Constructive Negative,Vague Feedback
transmission/transmission,7461,on libtransmission/web.cc:15,Constructive Negative,Vague Feedback
transmission/transmission,7461,on libtransmission/web.cc:15,Constructive Negative,Vague Feedback
transmission/transmission,7461,on libtransmission/web.cc:15,Constructive Negative,Vague Feedback
transmission/transmission,7447,Notes: Added a workaround for users affected by (,Constructive Positive,Clarity & Context
transmission/transmission,7447,on libtransmission/web.cc:7,Constructive Negative,Vague Feedback
transmission/transmission,7447,on libtransmission/web.cc:7,Constructive Negative,Vague Feedback
transmission/transmission,7447,on libtransmission/web.cc:7,Constructive Negative,Vague Feedback
transmission/transmission,7407,Erm... It seems to be working in this GHA run:,Constructive Positive,Clarity & Context
transmission/transmission,7407,"If I manually set a value for CURL_VERSION, the test works fine here. I'll assume this is a local OS issue with find_package not setting CURL_VERSION, though it correctly reports the version found:",Constructive Positive,Clarity & Context
transmission/transmission,7407,"I found the source of the issue. I'm testing with CMake 3.31.2, which uses the variable instead of .",Constructive Positive,Clarity & Context
transmission/transmission,7407,"If the description about in is not lying, then should be set too.",Constructive Positive,Clarity & Context
transmission/transmission,7407,When I add the following test to CMakelists.txt:,Constructive Positive,Clarity & Context
transmission/transmission,7407,"It appears to me that -- whether curl was built by CMake, or not -- changes what variables are returned by find_package.",Constructive Positive,Clarity & Context
transmission/transmission,7407,Just created an upstream issue for it:,Constructive Positive,Clarity & Context
transmission/transmission,7407,"@mikedld Letting you know that some cmake commands in the TeamCity CI needs to be updated if this PR is merged as-is, because some of the CI runners are using an affected curl version.",Constructive Positive,Clarity & Context
transmission/transmission,7407,"This brings up the same concern as elsewhere, namely that the version we're building against is not necessarily the version we're running against. Just asking: could this be solved in a different way, e.g. by checking the version in runtime and forcing ?",Constructive Positive,Clarity & Context
